DB_ARTICLE	DB_BRAND	ORIG_ARTICLE	ORIG_BRAND
atas041	AIRLINE	ATAS041	Airline
atas048	AIRLINE	ATAS048	Airline
atas050	AIRLINE	ATAS050	Airline
atas052	AIRLINE	ATAS052	Airline
atas053	AIRLINE	ATAS053	Airline
atas054	AIRLINE	ATAS054	Airline
atas055	AIRLINE	ATAS055	Airline
atas056	AIRLINE	ATAS056	Airline
atas057	AIRLINE	ATAS057	Airline
atas059	AIRLINE	ATAS059	Airline
atas061	AIRLINE	ATAS061	Airline
atas077	AIRLINE	ATAS077	Airline
atas083	AIRLINE	ATAS083	Airline
atas084	AIRLINE	ATAS084	Airline
atas097	AIRLINE	ATAS097	Airline
atas098	AIRLINE	ATAS098	Airline
atas103	AIRLINE	ATAS103	Airline
atas104	AIRLINE	ATAS104	Airline
atas117	AIRLINE	ATAS117	Airline
atas118	AIRLINE	ATAS118	Airline
atas121	AIRLINE	ATAS121	Airline
atas122	AIRLINE	ATAS122	Airline
atas124	AIRLINE	ATAS124	Airline
atas126	AIRLINE	ATAS126	Airline
atas127	AIRLINE	ATAS127	Airline
atas128	AIRLINE	ATAS128	Airline
atas143	AIRLINE	ATAS143	Airline
atas146	AIRLINE	ATAS146	Airline
atas148	AIRLINE	ATAS148	Airline
atas150	AIRLINE	ATAS150	Airline
atas152	AIRLINE	ATAS152	Airline
atas208	AIRLINE	ATAS208	Airline
atas209	AIRLINE	ATAS209	Airline
atas210	AIRLINE	ATAS210	Airline
atas211	AIRLINE	ATAS211	Airline
atas212	AIRLINE	ATAS212	Airline
atas307	AIRLINE	ATAS307	Airline
atas312	AIRLINE	ATAS312	Airline
atas314	AIRLINE	ATAS314	Airline
atas328	AIRLINE	ATAS328	Airline
atas332	AIRLINE	ATAS332	Airline
atas335	AIRLINE	ATAS335	Airline
atas415	AIRLINE	ATAS415	Airline
atas803	AIRLINE	ATAS803	Airline
atas814	AIRLINE	ATAS814	Airline
atas817	AIRLINE	ATAS817	Airline
atau004	AIRLINE	ATAU004	Airline
atau011	AIRLINE	ATAU011	Airline
atau020	AIRLINE	ATAU020	Airline
atau022	AIRLINE	ATAU022	Airline
atau034	AIRLINE	ATAU034	Airline
atau036	AIRLINE	ATAU036	Airline
atau038	AIRLINE	ATAU038	Airline
atau039	AIRLINE	ATAU039	Airline
atau040	AIRLINE	ATAU040	Airline
atau044	AIRLINE	ATAU044	Airline
atau048	AIRLINE	ATAU048	Airline
atau052	AIRLINE	ATAU052	Airline
atav003	AIRLINE	ATAV003	Airline
atav103	AIRLINE	ATAV103	Airline
atav104	AIRLINE	ATAV104	Airline
atav105	AIRLINE	ATAV105	Airline
atav106	AIRLINE	ATAV106	Airline
atav204	AIRLINE	ATAV204	Airline
atav303	AIRLINE	ATAV303	Airline
atav511	AIRLINE	ATAV511	Airline
atav515	AIRLINE	ATAV515	Airline
atav524	AIRLINE	ATAV524	Airline
atav532	AIRLINE	ATAV532	Airline
ataw025	AIRLINE	ATAW025	Airline
ataw034	AIRLINE	ATAW034	Airline
ataw040	AIRLINE	ATAW040	Airline
ataw043	AIRLINE	ATAW043	Airline
ataw044	AIRLINE	ATAW044	Airline
30091	BREMI	30091	Bremi
ataw050	AIRLINE	ATAW050	Airline
ataw054	AIRLINE	ATAW054	Airline
ataw055	AIRLINE	ATAW055	Airline
ataw061	AIRLINE	ATAW061	Airline
ataw064	AIRLINE	ATAW064	Airline
ataw082	AIRLINE	ATAW082	Airline
ataw083	AIRLINE	ATAW083	Airline
ataw086	AIRLINE	ATAW086	Airline
ataz006	AIRLINE	ATAZ006	Airline
ataz010	AIRLINE	ATAZ010	Airline
ataz011	AIRLINE	ATAZ011	Airline
ataz302	AIRLINE	ATAZ302	Airline
ataz303	AIRLINE	ATAZ303	Airline
atbg003	AIRLINE	ATBG003	Airline
atbi002	AIRLINE	ATBI002	Airline
atbi004	AIRLINE	ATBI004	Airline
atbi005	AIRLINE	ATBI005	Airline
atbi008	AIRLINE	ATBI008	Airline
atbi009	AIRLINE	ATBI009	Airline
atbk001	AIRLINE	ATBK001	Airline
atbk003	AIRLINE	ATBK003	Airline
atbn001	AIRLINE	ATBN001	Airline
atbn002	AIRLINE	ATBN002	Airline
atbn003	AIRLINE	ATBN003	Airline
atbn006	AIRLINE	ATBN006	Airline
atbn008	AIRLINE	ATBN008	Airline
atbn013	AIRLINE	ATBN013	Airline
atbn014	AIRLINE	ATBN014	Airline
atbn055	AIRLINE	ATBN055	Airline
atbn071	AIRLINE	ATBN071	Airline
atbn505	AIRLINE	ATBN505	Airline
atbq002	AIRLINE	ATBQ002	Airline
atbq005	AIRLINE	ATBQ005	Airline
atbq006	AIRLINE	ATBQ006	Airline
atbq007	AIRLINE	ATBQ007	Airline
atbq015	AIRLINE	ATBQ015	Airline
atbq016	AIRLINE	ATBQ016	Airline
atbq017	AIRLINE	ATBQ017	Airline
atbq019	AIRLINE	ATBQ019	Airline
atbq020	AIRLINE	ATBQ020	Airline
atbq021	AIRLINE	ATBQ021	Airline
atbq022	AIRLINE	ATBQ022	Airline
atbq030	AIRLINE	ATBQ030	Airline
atbq200	AIRLINE	ATBQ200	Airline
atbr001	AIRLINE	ATBR001	Airline
atbr002	AIRLINE	ATBR002	Airline
atbr003	AIRLINE	ATBR003	Airline
atbr004	AIRLINE	ATBR004	Airline
atbr010	AIRLINE	ATBR010	Airline
atbr012	AIRLINE	ATBR012	Airline
atbr018	AIRLINE	ATBR018	Airline
atbr041	AIRLINE	ATBR041	Airline
atbr102	AIRLINE	ATBR102	Airline
ate-14	AIRLINE	ATE-14	Airline
atbr103	AIRLINE	ATBR103	Airline
atbr106	AIRLINE	ATBR106	Airline
atbs004	AIRLINE	ATBS004	Airline
atbs005	AIRLINE	ATBS005	Airline
atbs006	AIRLINE	ATBS006	Airline
atbs009	AIRLINE	ATBS009	Airline
atbs017	AIRLINE	ATBS017	Airline
atbs018	AIRLINE	ATBS018	Airline
atbs020	AIRLINE	ATBS020	Airline
atbs021	AIRLINE	ATBS021	Airline
atbu006	AIRLINE	ATBU006	Airline
atbu007	AIRLINE	ATBU007	Airline
atbu008	AIRLINE	ATBU008	Airline
atbu009	AIRLINE	ATBU009	Airline
atbu014	AIRLINE	ATBU014	Airline
atbu015	AIRLINE	ATBU015	Airline
atbu016	AIRLINE	ATBU016	Airline
atbu017	AIRLINE	ATBU017	Airline
atbu018	AIRLINE	ATBU018	Airline
atbu019	AIRLINE	ATBU019	Airline
atbu032	AIRLINE	ATBU032	Airline
atbu033	AIRLINE	ATBU033	Airline
atbu034	AIRLINE	ATBU034	Airline
atbu035	AIRLINE	ATBU035	Airline
atbu036	AIRLINE	ATBU036	Airline
atbu038	AIRLINE	ATBU038	Airline
atbu041	AIRLINE	ATBU041	Airline
atbu042	AIRLINE	ATBU042	Airline
atbu045	AIRLINE	ATBU045	Airline
atbu051	AIRLINE	ATBU051	Airline
atbu052	AIRLINE	ATBU052	Airline
atbu054	AIRLINE	ATBU054	Airline
atbu055	AIRLINE	ATBU055	Airline
atbu056	AIRLINE	ATBU056	Airline
atbu057	AIRLINE	ATBU057	Airline
atbu058	AIRLINE	ATBU058	Airline
atbu059	AIRLINE	ATBU059	Airline
atbu060	AIRLINE	ATBU060	Airline
atbu061	AIRLINE	ATBU061	Airline
atbu062	AIRLINE	ATBU062	Airline
atbv001	AIRLINE	ATBV001	Airline
atbv002	AIRLINE	ATBV002	Airline
atbv003	AIRLINE	ATBV003	Airline
atbx001	AIRLINE	ATBX001	Airline
atbx002	AIRLINE	ATBX002	Airline
atbx003	AIRLINE	ATBX003	Airline
atbx004	AIRLINE	ATBX004	Airline
atbx005	AIRLINE	ATBX005	Airline
atbx006	AIRLINE	ATBX006	Airline
atbx007	AIRLINE	ATBX007	Airline
atbx008	AIRLINE	ATBX008	Airline
atbx011	AIRLINE	ATBX011	Airline
atbx012	AIRLINE	ATBX012	Airline
atbx013	AIRLINE	ATBX013	Airline
atbx014	AIRLINE	ATBX014	Airline
atby002	AIRLINE	ATBY002	Airline
atbz001	AIRLINE	ATBZ001	Airline
atbz003	AIRLINE	ATBZ003	Airline
atc-f-02	AIRLINE	ATC-F-02	Airline
atd-01	AIRLINE	ATD-01	Airline
ate-06	AIRLINE	ATE-06	Airline
ate-07	AIRLINE	ATE-07	Airline
ate-09	AIRLINE	ATE-09	Airline
ate-12	AIRLINE	ATE-12	Airline
ate-17	AIRLINE	ATE-17	Airline
ate-18	AIRLINE	ATE-18	Airline
ate-24	AIRLINE	ATE-24	Airline
ate-25	AIRLINE	ATE-25	Airline
ate-32	AIRLINE	ATE-32	Airline
ate-33	AIRLINE	ATE-33	Airline
ate-34	AIRLINE	ATE-34	Airline
ate-40	AIRLINE	ATE-40	Airline
ate-42	AIRLINE	ATE-42	Airline
ate-44	AIRLINE	ATE-44	Airline
ate-45	AIRLINE	ATE-45	Airline
atfc006	AIRLINE	ATFC006	Airline
atfc011	AIRLINE	ATFC011	Airline
atfc017	AIRLINE	ATFC017	Airline
atfp002	AIRLINE	ATFP002	Airline
atgg050	AIRLINE	ATGG050	Airline
atgg070	AIRLINE	ATGG070	Airline
atgg071	AIRLINE	ATGG071	Airline
atgg080	AIRLINE	ATGG080	Airline
atgg502	AIRLINE	ATGG502	Airline
atgg503	AIRLINE	ATGG503	Airline
atgg505	AIRLINE	ATGG505	Airline
atgg520	AIRLINE	ATGG520	Airline
atmp002	AIRLINE	ATMP002	Airline
atmp003	AIRLINE	ATMP003	Airline
atmp004	AIRLINE	ATMP004	Airline
atps002	AIRLINE	ATPS002	Airline
atps003	AIRLINE	ATPS003	Airline
atps004	AIRLINE	ATPS004	Airline
atr-d-10	AIRLINE	ATR-D-10	Airline
atr-d-5	AIRLINE	ATR-D-5	Airline
atr-d-7	AIRLINE	ATR-D-7	Airline
atr-p-10	AIRLINE	ATR-P-10	Airline
atr-p-15	AIRLINE	ATR-P-15	Airline
atr-p-20	AIRLINE	ATR-P-20	Airline
atr-p-7	AIRLINE	ATR-P-7	Airline
atr-s-12	AIRLINE	ATR-S-12	Airline
atr-s-20	AIRLINE	ATR-S-20	Airline
atr-s-3.5	AIRLINE	ATR-S-3.5	Airline
atrk-17	AIRLINE	ATRK-17	Airline
atrk106	AIRLINE	ATRK106	Airline
atrk114	AIRLINE	ATRK114	Airline
atrk116	AIRLINE	ATRK116	Airline
atrk117	AIRLINE	ATRK117	Airline
atrk119	AIRLINE	ATRK119	Airline
atrk124	AIRLINE	ATRK124	Airline
atrk127	AIRLINE	ATRK127	Airline
atrk128	AIRLINE	ATRK128	Airline
atrk131	AIRLINE	ATRK131	Airline
atrk132	AIRLINE	ATRK132	Airline
atrk133	AIRLINE	ATRK133	Airline
atrk134	AIRLINE	ATRK134	Airline
atrk135	AIRLINE	ATRK135	Airline
atrk136	AIRLINE	ATRK136	Airline
atrk170	AIRLINE	ATRK170	Airline
atrk172	AIRLINE	ATRK172	Airline
atrk173	AIRLINE	ATRK173	Airline
atrk174	AIRLINE	ATRK174	Airline
atrk176	AIRLINE	ATRK176	Airline
atrk182	AIRLINE	ATRK182	Airline
atrk186	AIRLINE	ATRK186	Airline
atrk187	AIRLINE	ATRK187	Airline
atrk188	AIRLINE	ATRK188	Airline
atrk20	AIRLINE	ATRK20	Airline
atrk201	AIRLINE	ATRK201	Airline
atrk21	AIRLINE	ATRK21	Airline
atrk22	AIRLINE	ATRK22	Airline
atrk27	AIRLINE	ATRK27	Airline
atrk28	AIRLINE	ATRK28	Airline
atrk30	AIRLINE	ATRK30	Airline
atrk31	AIRLINE	ATRK31	Airline
atrk32	AIRLINE	ATRK32	Airline
atrk35	AIRLINE	ATRK35	Airline
atrk36	AIRLINE	ATRK36	Airline
atrk41	AIRLINE	ATRK41	Airline
atrk48	AIRLINE	ATRK48	Airline
atrk49	AIRLINE	ATRK49	Airline
atrk50	AIRLINE	ATRK50	Airline
atrk54	AIRLINE	ATRK54	Airline
atrk55	AIRLINE	ATRK55	Airline
atrk57	AIRLINE	ATRK57	Airline
atrk58	AIRLINE	ATRK58	Airline
atrk59	AIRLINE	ATRK59	Airline
atrk60	AIRLINE	ATRK60	Airline
atrk801	AIRLINE	ATRK801	Airline
atrk822	AIRLINE	ATRK822	Airline
ca-030-02	AIRLINE	CA-030-02	Airline
atrv002	AIRLINE	ATRV002	Airline
atrv525n	AIRLINE	ATRV525N	Airline
atrvv4	AIRLINE	ATRVV4	Airline
atsg007	AIRLINE	ATSG007	Airline
atsg017	AIRLINE	ATSG017	Airline
atsg110	AIRLINE	ATSG110	Airline
av-sm-01	AIRLINE	AV-SM-01	Airline
avc-60-02	AIRLINE	AVC-60-02	Airline
avc-60-03	AIRLINE	AVC-60-03	Airline
avc06	AIRLINE	AVC06	Airline
avc11	AIRLINE	AVC11	Airline
avc13	AIRLINE	AVC13	Airline
avc15	AIRLINE	AVC15	Airline
avc16	AIRLINE	AVC16	Airline
avc30	AIRLINE	AVC30	Airline
avc32	AIRLINE	AVC32	Airline
avc33	AIRLINE	AVC33	Airline
avc34	AIRLINE	AVC34	Airline
avc36	AIRLINE	AVC36	Airline
avcf002	AIRLINE	AVCF002	Airline
avpm001	AIRLINE	AVPM001	Airline
awb-bk-330	AIRLINE	AWB-BK-330	Airline
awb-bk-360	AIRLINE	AWB-BK-360	Airline
awb-bk-430	AIRLINE	AWB-BK-430	Airline
awb-bk-550-475k	AIRLINE	AWB-BK-550-475K	Airline
awb-bk-600-380k	AIRLINE	AWB-BK-600-380K	Airline
awb-bk-600-400k	AIRLINE	AWB-BK-600-400K	Airline
awb-bk-600-430k	AIRLINE	AWB-BK-600-430K	Airline
awb-bk-600-550k	AIRLINE	AWB-BK-600-550K	Airline
awb-bk-600-600k	AIRLINE	AWB-BK-600-600K	Airline
awb-bk-650-350k	AIRLINE	AWB-BK-650-350K	Airline
awb-bk-650-430k	AIRLINE	AWB-BK-650-430K	Airline
awb-bk-650-450k	AIRLINE	AWB-BK-650-450K	Airline
awb-bk-650-475k	AIRLINE	AWB-BK-650-475K	Airline
awb-bk-650-530k	AIRLINE	AWB-BK-650-530K	Airline
awb-bk-650-550k	AIRLINE	AWB-BK-650-550K	Airline
awb-bk-650-650k	AIRLINE	AWB-BK-650-650K	Airline
awb-bk-700-700k	AIRLINE	AWB-BK-700-700K	Airline
awb-bkp-430	AIRLINE	AWB-BKP-430	Airline
awb-bkp-700	AIRLINE	AWB-BKP-700	Airline
awb-h-530	AIRLINE	AWB-H-530	Airline
awb-h-700	AIRLINE	AWB-H-700	Airline
awb-k-360	AIRLINE	AWB-K-360	Airline
awb-k-380	AIRLINE	AWB-K-380	Airline
awb-k-410	AIRLINE	AWB-K-410	Airline
awb-k-430	AIRLINE	AWB-K-430	Airline
awb-k-475	AIRLINE	AWB-K-475	Airline
awb-k-510k	AIRLINE	AWB-K-510K	Airline
awb-k-600	AIRLINE	AWB-K-600	Airline
awb-k-650	AIRLINE	AWB-K-650	Airline
awb-k-700	AIRLINE	AWB-K-700	Airline
awb-r-275	AIRLINE	AWB-R-275	Airline
awb-r-375	AIRLINE	AWB-R-375	Airline
awb-tk-1000	AIRLINE	AWB-TK-1000	Airline
awb-tk-500	AIRLINE	AWB-TK-500	Airline
awb-tk-550	AIRLINE	AWB-TK-550	Airline
awb-tk-600	AIRLINE	AWB-TK-600	Airline
awb-tk-800	AIRLINE	AWB-TK-800	Airline
awb-w-510	AIRLINE	AWB-W-510	Airline
awb-w-550	AIRLINE	AWB-W-550	Airline
awbbs001	AIRLINE	AWBBS001	Airline
awbbs002	AIRLINE	AWBBS002	Airline
awbbs003	AIRLINE	AWBBS003	Airline
awbbs005	AIRLINE	AWBBS005	Airline
awbbs011	AIRLINE	AWBBS011	Airline
awbbs013	AIRLINE	AWBBS013	Airline
awbm004	AIRLINE	AWBM004	Airline
awbm006	AIRLINE	AWBM006	Airline
awbm007	AIRLINE	AWBM007	Airline
awbm008	AIRLINE	AWBM008	Airline
awbm009	AIRLINE	AWBM009	Airline
awbm010	AIRLINE	AWBM010	Airline
awbm011	AIRLINE	AWBM011	Airline
awbm013	AIRLINE	AWBM013	Airline
awbm014	AIRLINE	AWBM014	Airline
awbm015	AIRLINE	AWBM015	Airline
awbm016	AIRLINE	AWBM016	Airline
awbm017	AIRLINE	AWBM017	Airline
awbm019	AIRLINE	AWBM019	Airline
awbm020	AIRLINE	AWBM020	Airline
awbm021	AIRLINE	AWBM021	Airline
awbm023	AIRLINE	AWBM023	Airline
awbm024	AIRLINE	AWBM024	Airline
awbm025	AIRLINE	AWBM025	Airline
awbm026	AIRLINE	AWBM026	Airline
awbm027	AIRLINE	AWBM027	Airline
awbm028	AIRLINE	AWBM028	Airline
awbm029	AIRLINE	AWBM029	Airline
awbm030	AIRLINE	AWBM030	Airline
awbm031	AIRLINE	AWBM031	Airline
awbm032	AIRLINE	AWBM032	Airline
awbm034	AIRLINE	AWBM034	Airline
awbm036	AIRLINE	AWBM036	Airline
awbm037	AIRLINE	AWBM037	Airline
awbm038	AIRLINE	AWBM038	Airline
awbm039	AIRLINE	AWBM039	Airline
awbm041	AIRLINE	AWBM041	Airline
awbm042	AIRLINE	AWBM042	Airline
awbm043	AIRLINE	AWBM043	Airline
awbm044	AIRLINE	AWBM044	Airline
awbm045	AIRLINE	AWBM045	Airline
awbm046	AIRLINE	AWBM046	Airline
awbm047	AIRLINE	AWBM047	Airline
awbm048	AIRLINE	AWBM048	Airline
awbm050	AIRLINE	AWBM050	Airline
awbm051	AIRLINE	AWBM051	Airline
awbm052	AIRLINE	AWBM052	Airline
awbm053	AIRLINE	AWBM053	Airline
awbm054	AIRLINE	AWBM054	Airline
awbm055	AIRLINE	AWBM055	Airline
awbm056	AIRLINE	AWBM056	Airline
awbm057	AIRLINE	AWBM057	Airline
awbm058	AIRLINE	AWBM058	Airline
awbm059	AIRLINE	AWBM059	Airline
awbm060	AIRLINE	AWBM060	Airline
awbm061	AIRLINE	AWBM061	Airline
awbm062	AIRLINE	AWBM062	Airline
awbm063	AIRLINE	AWBM063	Airline
awbm064	AIRLINE	AWBM064	Airline
awbm067	AIRLINE	AWBM067	Airline
awbm068	AIRLINE	AWBM068	Airline
awbm070	AIRLINE	AWBM070	Airline
awbm071	AIRLINE	AWBM071	Airline
awbm072	AIRLINE	AWBM072	Airline
awbm073	AIRLINE	AWBM073	Airline
awbm074	AIRLINE	AWBM074	Airline
awbm075	AIRLINE	AWBM075	Airline
awbm076	AIRLINE	AWBM076	Airline
awbm078	AIRLINE	AWBM078	Airline
awbm079	AIRLINE	AWBM079	Airline
awbm080	AIRLINE	AWBM080	Airline
awbm081	AIRLINE	AWBM081	Airline
awbm082	AIRLINE	AWBM082	Airline
awbm085	AIRLINE	AWBM085	Airline
awbm086	AIRLINE	AWBM086	Airline
awbm087	AIRLINE	AWBM087	Airline
awbm088	AIRLINE	AWBM088	Airline
awbm089	AIRLINE	AWBM089	Airline
awbm090	AIRLINE	AWBM090	Airline
awbm091	AIRLINE	AWBM091	Airline
awbm092	AIRLINE	AWBM092	Airline
awbm093	AIRLINE	AWBM093	Airline
awbm094	AIRLINE	AWBM094	Airline
awbm096	AIRLINE	AWBM096	Airline
awbm201	AIRLINE	AWBM201	Airline
awbm203	AIRLINE	AWBM203	Airline
awbm204	AIRLINE	AWBM204	Airline
awbm205	AIRLINE	AWBM205	Airline
awbm206	AIRLINE	AWBM206	Airline
awbm207	AIRLINE	AWBM207	Airline
awbm208	AIRLINE	AWBM208	Airline
awbm209	AIRLINE	AWBM209	Airline
awbm210	AIRLINE	AWBM210	Airline
awbm211	AIRLINE	AWBM211	Airline
awbm212	AIRLINE	AWBM212	Airline
awbm213	AIRLINE	AWBM213	Airline
awbm214	AIRLINE	AWBM214	Airline
awbm215	AIRLINE	AWBM215	Airline
awbm216	AIRLINE	AWBM216	Airline
awbm217	AIRLINE	AWBM217	Airline
awbm218	AIRLINE	AWBM218	Airline
awbm219	AIRLINE	AWBM219	Airline
awbm220	AIRLINE	AWBM220	Airline
awbm221	AIRLINE	AWBM221	Airline
awbm222	AIRLINE	AWBM222	Airline
awbm223	AIRLINE	AWBM223	Airline
awbm224	AIRLINE	AWBM224	Airline
awbm225	AIRLINE	AWBM225	Airline
awbm226	AIRLINE	AWBM226	Airline
awbm227	AIRLINE	AWBM227	Airline
awbm228	AIRLINE	AWBM228	Airline
awbm230	AIRLINE	AWBM230	Airline
awbm231	AIRLINE	AWBM231	Airline
awbm232	AIRLINE	AWBM232	Airline
awbm233	AIRLINE	AWBM233	Airline
awbm235	AIRLINE	AWBM235	Airline
awbm236	AIRLINE	AWBM236	Airline
awbm237	AIRLINE	AWBM237	Airline
awbm238	AIRLINE	AWBM238	Airline
awbm240	AIRLINE	AWBM240	Airline
awbm241	AIRLINE	AWBM241	Airline
awbm242	AIRLINE	AWBM242	Airline
awbm243	AIRLINE	AWBM243	Airline
awbm245	AIRLINE	AWBM245	Airline
awbn-02	AIRLINE	AWBN-02	Airline
awbn-03	AIRLINE	AWBN-03	Airline
awbn04	AIRLINE	AWBN04	Airline
awbn05	AIRLINE	AWBN05	Airline
awbn06	AIRLINE	AWBN06	Airline
awbn07	AIRLINE	AWBN07	Airline
awbn08	AIRLINE	AWBN08	Airline
awbn09	AIRLINE	AWBN09	Airline
awbn10	AIRLINE	AWBN10	Airline
awbn11	AIRLINE	AWBN11	Airline
awbn12	AIRLINE	AWBN12	Airline
awbn13	AIRLINE	AWBN13	Airline
awbn14	AIRLINE	AWBN14	Airline
awbp001	AIRLINE	AWBP001	Airline
awbp002	AIRLINE	AWBP002	Airline
awbp004	AIRLINE	AWBP004	Airline
awbp005	AIRLINE	AWBP005	Airline
awbp007	AIRLINE	AWBP007	Airline
awbp009	AIRLINE	AWBP009	Airline
awbp010	AIRLINE	AWBP010	Airline
awbp012	AIRLINE	AWBP012	Airline
awbp013	AIRLINE	AWBP013	Airline
awc-cm-05m	AIRLINE	AWC-CM-05M	Airline
awc-cm-06m	AIRLINE	AWC-CM-06M	Airline
awc-cm-07m	AIRLINE	AWC-CM-07M	Airline
awc-rs-11m	AIRLINE	AWC-RS-11M	Airline
awc-sl-01l	AIRLINE	AWC-SL-01L	Airline
awc-sl-02l	AIRLINE	AWC-SL-02L	Airline
awc-sl-02m	AIRLINE	AWC-SL-02M	Airline
awc-ss-08l	AIRLINE	AWC-SS-08L	Airline
awc-ss-08m	AIRLINE	AWC-SS-08M	Airline
awcc-13-01	AIRLINE	AWCC-13-01	Airline
awcc-13-02	AIRLINE	AWCC-13-02	Airline
awcc-13-12	AIRLINE	AWCC-13-12	Airline
awcc-14-02	AIRLINE	AWCC-14-02	Airline
30092	BREMI	30092	Bremi
awcc-15-02	AIRLINE	AWCC-15-02	Airline
awcc-15-04	AIRLINE	AWCC-15-04	Airline
awcc-15-05	AIRLINE	AWCC-15-05	Airline
awcc-15-06	AIRLINE	AWCC-15-06	Airline
awcc-15-11	AIRLINE	AWCC-15-11	Airline
awcc-15-13	AIRLINE	AWCC-15-13	Airline
awcc-15-14	AIRLINE	AWCC-15-14	Airline
awcc-15-22	AIRLINE	AWCC-15-22	Airline
awcc-15-29	AIRLINE	AWCC-15-29	Airline
awcc-15-31	AIRLINE	AWCC-15-31	Airline
awcc-16-06	AIRLINE	AWCC-16-06	Airline
awcc-16-08	AIRLINE	AWCC-16-08	Airline
awcc-16-14	AIRLINE	AWCC-16-14	Airline
awcc-16-23	AIRLINE	AWCC-16-23	Airline
awcc-16-24	AIRLINE	AWCC-16-24	Airline
awcc-16-27	AIRLINE	AWCC-16-27	Airline
awcc-16-35	AIRLINE	AWCC-16-35	Airline
awg-hw-11	AIRLINE	AWG-HW-11	Airline
awg-m-08	AIRLINE	AWG-M-08	Airline
aws-li-16m	AIRLINE	AWS-LI-16M	Airline
aws-li-17m	AIRLINE	AWS-LI-17M	Airline
aws-li-18m	AIRLINE	AWS-LI-18M	Airline
aws-li-19m	AIRLINE	AWS-LI-19M	Airline
aws-li-21m	AIRLINE	AWS-LI-21M	Airline
aws-li-22m	AIRLINE	AWS-LI-22M	Airline
azn08	AIRLINE	AZN08	Airline
ca-016-09g	AIRLINE	CA-016-09G	Airline
ca-030-04	AIRLINE	CA-030-04	Airline
ca-030-06	AIRLINE	CA-030-06	Airline
ca-030-13l	AIRLINE	CA-030-13L	Airline
ca-030-14l	AIRLINE	CA-030-14L	Airline
ca-035-03	AIRLINE	CA-035-03	Airline
ca-035-20v	AIRLINE	CA-035-20V	Airline
ca-045-07	AIRLINE	CA-045-07	Airline
it-01	AIRLINE	IT-01	Airline
it-02	AIRLINE	IT-02	Airline
it-03	AIRLINE	IT-03	Airline
it-04	AIRLINE	IT-04	Airline
it-05	AIRLINE	IT-05	Airline
it-t-01	AIRLINE	IT-T-01	Airline
it-t-02	AIRLINE	IT-T-02	Airline
it-t-03	AIRLINE	IT-T-03	Airline
kk-03	AIRLINE	KK-03	Airline
kk-04	AIRLINE	KK-04	Airline
pa-300-02	AIRLINE	PA-300-02	Airline
pa-400-02	AIRLINE	PA-400-02	Airline
sa-1000-p	AIRLINE	SA-1000-P	Airline
sa-150-p	AIRLINE	SA-150-P	Airline
sa-200-si	AIRLINE	SA-200-Si	Airline
sa-300-05	AIRLINE	SA-300-05	Airline
sa-300-p	AIRLINE	SA-300-P	Airline
sa-300-si	AIRLINE	SA-300-Si	Airline
sa-400-p	AIRLINE	SA-400-P	Airline
sa-400-si	AIRLINE	SA-400-Si	Airline
sa-500-04	AIRLINE	SA-500-04	Airline
sa-500-si	AIRLINE	SA-500-Si	Airline
sa-600-06	AIRLINE	SA-600-06	Airline
sa-600-p	AIRLINE	SA-600-P	Airline
sa-750-05e	AIRLINE	SA-750-05E	Airline
sa30005k	AIRLINE	SA30005K	Airline
sa40001k	AIRLINE	SA40001K	Airline
sa50004k	AIRLINE	SA50004K	Airline
sa60006k	AIRLINE	SA60006K	Airline
vca-01	AIRLINE	VCA-01	Airline
30094	BREMI	30094	Bremi
a00032238-004	AKIRA	A00032238-004	Akira
a00032241-001	AKIRA	A00032241-001	Akira
a00032242-004	AKIRA	A00032242-004	Akira
30095	BREMI	30095	Bremi
cr1899000s	AM Point	CR1899000S	AM Point
cr30000s	AM Point	CR30000S	AM Point
cr398000s	AM Point	CR398000S	AM Point
cr761000s	AM Point	CR761000S	AM Point
cr886000s	AM Point	CR886000S	AM Point
kc103	AM Point	KC103	AM Point
kc261d	AM Point	KC261D	AM Point
kc503d	AM Point	KC503D	AM Point
kc80	AM Point	KC80	AM Point
kl228/2d	AM Point	KL228/2D	AM Point
kl440/37	AM Point	KL440/37	Mahle
kl490d	AM Point	KL490D	AM Point
kl912	AM Point	KL912	Mahle
kl913	AM Point	KL913	Mahle
kx341	AM Point	KX341	AM Point
kx393d	AM Point	KX393D	Mahle
la395	AM Point	LA395	AM Point
lak54	AM Point	LAK54	AM Point
oc110	AM Point	OC110	AM Point
oc215	AM Point	OC215	AM Point
oc230	AM Point	OC230	AM Point
oc246	AM Point	OC246	Mahle
oc257	AM Point	OC257	AM Point
oc262	AM Point	OC262	AM Point
oc295	AM Point	OC295	AM Point
oc370	AM Point	OC370	Mahle
oc460	AM Point	OC460	AM Point
oc727	AM Point	OC727	AM Point
ox188d	AM Point	OX188D	AM Point
ox379d	AM Point	OX379D	Mahle
ox410	AM Point	OX410	AM Point
ox560d	AM Point	OX560D	Mahle
ox92d	AM Point	OX92D	AM Point
101236	A-N Parts	10-1236	IJS Group
01331	ASAM	01331	Asam
15030	ASAM	15030	Asam
30137	ASAM	30137	Asam
30192	ASAM	30192	Asam
30272	ASAM	30272	Asam
30280	ASAM	30280	Asam
30313	ASAM	30313	Asam
30338	ASAM	30338	Bremi
30422	ASAM	30422	Asam
30447	ASAM	30447	Asam
